gene_id,s_mtsc_complete_wt_rep3,s_mtsc_ezr_d1_td_single_tdbl_rep3,s_mtsc_klf5_a3_tdbl_first_half_rep3,s_mtsc_krt8_18_h9_tftd_dis_insertion_tf_rep2,s_mtsc_rin3_g2_tftd_dis_homozy_del_rep3,s_mtsc_rin3_h2_tftd_dis_insertion_td_rep2
ENSMUSG00000115691,20,30,19,14,21,22
ENSMUSG00000115692,0,0,0,0,0,0
ENSMUSG00000115693,0,0,0,0,0,0
ENSMUSG00000115694,0,0,0,0,0,0
ENSMUSG00000115695,0,0,0,0,0,0
ENSMUSG00000115696,0,0,0,0,0,0
ENSMUSG00000115697,0,0,0,0,0,0
ENSMUSG00000115698,0,0,0,0,0,0
ENSMUSG00000115699,0,0,0,0,0,0
ENSMUSG00000115700,1,1,0,0,3,3
ENSMUSG00000115701,0,1,0,0,0,0
ENSMUSG00000115702,1,1,0,0,0,0
ENSMUSG00000115703,0,0,0,0,0,0
ENSMUSG00000115704,0,0,0,0,0,0
ENSMUSG00000115705,0,0,0,0,0,0
ENSMUSG00000115706,0,0,0,0,0,0
ENSMUSG00000115707,0,0,0,0,0,0
ENSMUSG00000115708,0,0,0,0,0,0
ENSMUSG00000115709,0,3,4,1,1,0
ENSMUSG00000115710,0,0,1,0,1,0
ENSMUSG00000115711,0,0,0,0,0,0
ENSMUSG00000115712,0,0,0,0,0,0
ENSMUSG00000115713,0,0,0,0,0,0
ENSMUSG00000115714,0,0,0,0,0,0
ENSMUSG00000115715,1,0,0,0,2,0
ENSMUSG00000115716,0,0,0,0,0,0
ENSMUSG00000115717,0,0,0,0,0,0
ENSMUSG00000115718,0,0,1,1,1,0
ENSMUSG00000115719,0,0,0,0,0,0
ENSMUSG00000115720,0,0,0,0,0,0
ENSMUSG00000115721,0,0,0,0,0,0
ENSMUSG00000115722,0,0,0,0,0,0
ENSMUSG00000115723,0,0,0,0,0,0
ENSMUSG00000115724,0,0,0,0,0,0
ENSMUSG00000115725,5,1,0,0,4,0
ENSMUSG00000115726,0,0,1,0,2,0
ENSMUSG00000115727,0,0,0,0,0,0
ENSMUSG00000115728,4,2,2,2,2,0
ENSMUSG00000115729,3,2,3,0,4,1
ENSMUSG00000115730,7,12,6,21,13,6
ENSMUSG00000115731,0,0,0,0,0,0
ENSMUSG00000115732,0,0,0,0,0,0
ENSMUSG00000115733,0,0,0,0,0,0
ENSMUSG00000115734,0,0,0,0,0,0
ENSMUSG00000115735,0,0,0,0,0,0
ENSMUSG00000115736,0,1,0,0,0,0
ENSMUSG00000115737,0,0,0,0,0,0
ENSMUSG00000115738,1,1,0,0,0,0
ENSMUSG00000115739,0,0,0,0,0,0
ENSMUSG00000115740,0,0,0,0,0,0
ENSMUSG00000115741,0,0,0,0,0,0
ENSMUSG00000115742,0,0,0,0,0,0
ENSMUSG00000115743,0,3,3,0,2,1
ENSMUSG00000115744,0,0,0,0,0,0
ENSMUSG00000115745,0,0,0,0,0,0
ENSMUSG00000115746,0,0,0,0,0,0
ENSMUSG00000115747,0,0,0,0,0,0
ENSMUSG00000115748,0,0,0,0,0,0
ENSMUSG00000115749,0,0,0,0,0,0
ENSMUSG00000115750,0,1,0,1,0,0
ENSMUSG00000115751,0,0,0,0,0,0
ENSMUSG00000115752,0,0,0,0,0,0
ENSMUSG00000115754,0,0,0,0,0,0
ENSMUSG00000115755,0,0,0,0,0,0
ENSMUSG00000115756,0,3,4,2,0,0
ENSMUSG00000115757,0,0,0,0,0,0
ENSMUSG00000115758,0,0,0,0,0,0
ENSMUSG00000115759,1,3,2,3,1,0
ENSMUSG00000115760,0,0,1,0,0,0
ENSMUSG00000115761,0,0,0,0,0,0
ENSMUSG00000115762,0,0,0,0,0,0
ENSMUSG00000115763,0,0,0,0,0,0
ENSMUSG00000115764,0,1,1,0,2,0
ENSMUSG00000115765,0,0,0,0,0,0
ENSMUSG00000115766,0,0,0,0,0,0
ENSMUSG00000115767,5,17,10,4,9,6
ENSMUSG00000115768,0,0,0,0,0,0
ENSMUSG00000115769,0,0,0,0,0,0
ENSMUSG00000115770,0,0,0,0,0,0
ENSMUSG00000115771,7,23,9,10,20,1
ENSMUSG00000115772,4,7,9,4,3,7
ENSMUSG00000115773,0,0,0,0,0,0
ENSMUSG00000115774,0,0,0,0,0,0
ENSMUSG00000115775,0,0,0,2,0,0
ENSMUSG00000115776,0,0,0,0,0,0
ENSMUSG00000115777,0,0,0,0,0,0
ENSMUSG00000115778,1,2,0,1,1,0
ENSMUSG00000115779,0,0,0,0,0,0
ENSMUSG00000115780,0,0,0,0,0,0
ENSMUSG00000115781,0,0,0,0,0,0
ENSMUSG00000115782,0,0,0,0,0,0
ENSMUSG00000115783,64,157,71,78,91,45
ENSMUSG00000115784,0,0,0,0,0,0
ENSMUSG00000115785,0,3,0,0,0,0
ENSMUSG00000115786,0,0,0,0,0,0
ENSMUSG00000115787,0,0,0,0,0,0
ENSMUSG00000115788,0,0,0,0,0,0
ENSMUSG00000115789,0,0,1,0,0,0
ENSMUSG00000115790,0,0,0,0,0,0
ENSMUSG00000115791,0,0,0,0,0,0
ENSMUSG00000115792,0,0,0,0,0,0
ENSMUSG00000115793,19,24,30,16,20,8
ENSMUSG00000115794,0,2,0,3,0,0
ENSMUSG00000115795,0,0,0,0,0,0
ENSMUSG00000115796,1,1,0,1,0,0
ENSMUSG00000115797,0,0,0,0,0,0
ENSMUSG00000115798,0,0,0,0,0,0
ENSMUSG00000115799,0,0,0,0,0,0
ENSMUSG00000115800,0,0,0,0,0,0
ENSMUSG00000115801,10,40,23,20,25,15
ENSMUSG00000115802,0,0,0,0,0,0
ENSMUSG00000115803,0,0,0,0,0,0
ENSMUSG00000115804,0,0,0,0,0,0
ENSMUSG00000115805,1,6,1,0,2,0
ENSMUSG00000115806,0,0,0,0,0,0
ENSMUSG00000115807,0,0,0,0,0,0
ENSMUSG00000115808,1,0,1,1,0,0
ENSMUSG00000115809,0,0,0,0,0,0
ENSMUSG00000115810,60,152,129,106,145,57
ENSMUSG00000115811,1,1,0,2,3,0
ENSMUSG00000115812,0,0,0,0,0,0
ENSMUSG00000115813,18,75,63,50,63,19
ENSMUSG00000115814,0,0,0,0,0,0
ENSMUSG00000115815,0,0,0,0,0,0
ENSMUSG00000115816,0,0,0,0,0,0
ENSMUSG00000115817,0,0,0,0,0,0
ENSMUSG00000115818,0,0,0,0,0,0
ENSMUSG00000115819,0,0,0,0,0,0
ENSMUSG00000115820,0,0,0,0,0,0
ENSMUSG00000115821,0,0,0,0,0,0
ENSMUSG00000115822,0,0,0,0,0,0
ENSMUSG00000115823,2,0,1,0,2,0
ENSMUSG00000115824,0,0,0,0,0,0
ENSMUSG00000115825,0,0,0,0,0,0
ENSMUSG00000115826,0,0,0,0,0,0
ENSMUSG00000115827,0,0,0,0,0,0
ENSMUSG00000115828,0,0,0,0,0,0
ENSMUSG00000115829,2,11,8,4,13,7
ENSMUSG00000115830,0,0,0,0,0,0
ENSMUSG00000115831,0,0,0,0,0,0
ENSMUSG00000115832,0,0,0,0,0,0
ENSMUSG00000115833,4,10,7,3,11,4
ENSMUSG00000115834,0,6,3,1,1,1
ENSMUSG00000115835,0,0,0,0,0,0
ENSMUSG00000115836,0,0,0,0,0,0
ENSMUSG00000115837,5,19,23,12,32,10
ENSMUSG00000115838,0,0,0,0,0,0
ENSMUSG00000115839,0,0,1,0,0,0
ENSMUSG00000115840,0,0,0,0,0,0
ENSMUSG00000115841,0,0,0,0,0,0
ENSMUSG00000115842,1,6,0,1,1,4
ENSMUSG00000115843,0,2,2,1,4,0
ENSMUSG00000115844,0,0,0,0,0,0
ENSMUSG00000115845,0,0,0,0,0,0
ENSMUSG00000115846,3,13,12,5,13,6
ENSMUSG00000115847,0,0,0,0,0,0
ENSMUSG00000115848,0,0,1,0,1,0
ENSMUSG00000115849,4,0,2,2,1,0
ENSMUSG00000115850,0,0,2,0,1,0
ENSMUSG00000115852,1,1,0,0,1,0
ENSMUSG00000115854,3,6,1,0,7,0
ENSMUSG00000115855,0,1,0,0,0,0
ENSMUSG00000115856,3,8,7,5,6,2
ENSMUSG00000115858,0,0,0,0,0,0
ENSMUSG00000115860,0,0,0,0,0,0
ENSMUSG00000115862,0,0,0,0,0,0
ENSMUSG00000115863,0,0,0,0,0,0
ENSMUSG00000115866,0,0,0,0,0,0
ENSMUSG00000115867,0,0,0,0,1,0
ENSMUSG00000115868,1,10,4,6,6,2
ENSMUSG00000115869,0,0,0,0,0,0
ENSMUSG00000115871,0,0,0,0,0,0
ENSMUSG00000115875,0,0,0,0,0,0
ENSMUSG00000115877,0,1,1,0,0,0
ENSMUSG00000115880,0,0,0,0,0,0
ENSMUSG00000115882,0,18,10,5,6,2
ENSMUSG00000115885,0,0,0,0,0,0
ENSMUSG00000115887,2,0,0,0,0,0
ENSMUSG00000115888,0,0,0,0,0,0
ENSMUSG00000115894,0,0,0,0,0,0
ENSMUSG00000115896,0,4,4,1,4,0
ENSMUSG00000115898,0,0,0,0,0,0
ENSMUSG00000115902,2,0,0,0,0,1
ENSMUSG00000115903,0,0,0,0,0,0
ENSMUSG00000115907,3,3,0,2,2,0
ENSMUSG00000115908,0,0,0,0,0,0
ENSMUSG00000115911,0,2,0,0,0,0
ENSMUSG00000115912,0,0,0,0,0,0
ENSMUSG00000115914,0,0,0,0,0,0
ENSMUSG00000115916,0,0,0,0,0,0
ENSMUSG00000115917,0,0,0,0,0,0
ENSMUSG00000115918,0,0,0,0,0,0
ENSMUSG00000115919,0,0,0,0,0,0
ENSMUSG00000115920,0,2,3,0,3,2
ENSMUSG00000115921,0,0,0,0,0,0
ENSMUSG00000115923,2,6,0,4,3,0
ENSMUSG00000115924,0,0,0,0,0,0
ENSMUSG00000115925,0,1,0,0,0,0
ENSMUSG00000115926,0,0,0,0,0,0
ENSMUSG00000115928,0,0,0,0,0,0
ENSMUSG00000115930,0,0,0,0,0,0
ENSMUSG00000115931,0,0,0,0,0,0
ENSMUSG00000115935,0,0,0,0,0,0
ENSMUSG00000115936,0,0,0,0,0,0
ENSMUSG00000115938,1,3,0,0,0,0
ENSMUSG00000115943,0,0,0,0,0,0
ENSMUSG00000115944,1,8,1,2,8,1
ENSMUSG00000115946,1,1,3,2,3,0
ENSMUSG00000115948,0,0,0,0,0,0
ENSMUSG00000115952,0,0,0,0,0,0
ENSMUSG00000115955,1,10,4,6,6,0
ENSMUSG00000115957,0,0,0,0,0,0
ENSMUSG00000115958,0,0,0,0,0,0
ENSMUSG00000115959,0,0,0,0,0,0
ENSMUSG00000115961,36,75,53,42,54,32
ENSMUSG00000115962,0,1,0,0,0,0
ENSMUSG00000115964,0,0,0,0,0,0
ENSMUSG00000115965,0,0,0,0,0,0
ENSMUSG00000115968,0,0,0,0,0,0
ENSMUSG00000115969,0,11,2,0,4,0
ENSMUSG00000115970,0,3,0,0,4,0
ENSMUSG00000115971,5,15,7,7,1,3
ENSMUSG00000115973,0,0,0,0,0,0
ENSMUSG00000115975,0,0,1,0,0,0
ENSMUSG00000115976,0,4,0,7,1,3
ENSMUSG00000115979,0,0,0,0,0,0
ENSMUSG00000115980,0,1,0,0,1,0
ENSMUSG00000115983,0,0,0,0,0,0
ENSMUSG00000115985,0,0,0,0,0,0
ENSMUSG00000115986,0,0,0,0,0,0
ENSMUSG00000115987,2388,5371,4072,3930,5659,1800
ENSMUSG00000115988,0,0,0,0,0,0
ENSMUSG00000115989,0,0,0,0,0,0
ENSMUSG00000115992,0,1,0,2,1,0
ENSMUSG00000115993,0,0,1,3,3,0
ENSMUSG00000115996,0,0,0,0,0,0
ENSMUSG00000115997,0,0,0,0,0,0
ENSMUSG00000116000,0,0,0,0,0,0
ENSMUSG00000116004,0,0,0,0,0,0
ENSMUSG00000116007,0,0,0,0,0,0
ENSMUSG00000116008,0,0,0,0,0,0
ENSMUSG00000116009,17,64,38,45,73,15
ENSMUSG00000116010,11,37,28,18,38,3
ENSMUSG00000116011,0,0,0,0,0,0
ENSMUSG00000116013,0,0,0,0,0,0
ENSMUSG00000116016,0,0,0,0,0,0
ENSMUSG00000116017,0,0,0,0,0,0
ENSMUSG00000116021,0,0,0,0,0,0
ENSMUSG00000116024,0,0,0,0,0,0
ENSMUSG00000116025,0,0,0,0,0,0
ENSMUSG00000116029,0,2,0,0,0,0
ENSMUSG00000116030,4,5,3,5,9,2
ENSMUSG00000116031,0,0,0,0,0,0
ENSMUSG00000116033,5,6,3,8,9,5
ENSMUSG00000116038,0,1,0,0,0,0
ENSMUSG00000116039,0,1,0,1,3,0
ENSMUSG00000116040,0,0,0,0,0,0
ENSMUSG00000116041,0,0,0,0,0,0
ENSMUSG00000116044,0,0,0,0,0,0
ENSMUSG00000116048,0,0,0,0,0,0
ENSMUSG00000116056,1,1,1,0,1,0
ENSMUSG00000116057,0,0,0,0,0,0
ENSMUSG00000116058,0,0,0,0,0,0
ENSMUSG00000116061,0,0,0,0,0,0
ENSMUSG00000116066,1,0,1,0,1,0
ENSMUSG00000116068,0,0,0,2,0,0
ENSMUSG00000116069,0,1,0,0,2,0
ENSMUSG00000116071,0,0,0,0,0,0
ENSMUSG00000116072,0,0,0,0,0,0
ENSMUSG00000116074,0,0,0,0,0,0
ENSMUSG00000116075,0,0,0,0,0,0
ENSMUSG00000116079,0,0,0,0,0,0
ENSMUSG00000116081,5,7,5,11,3,2
ENSMUSG00000116083,1,13,7,7,11,2
ENSMUSG00000116088,0,0,0,0,0,0
ENSMUSG00000116089,0,1,0,0,1,0
ENSMUSG00000116090,0,1,0,1,3,2
ENSMUSG00000116091,0,0,1,0,1,0
ENSMUSG00000116092,0,0,0,0,0,0
ENSMUSG00000116093,0,0,0,0,0,0
ENSMUSG00000116095,4,18,8,8,13,1
ENSMUSG00000116096,0,0,0,0,0,0
ENSMUSG00000116097,51,87,52,64,110,27
ENSMUSG00000116102,0,1,0,0,0,0
ENSMUSG00000116104,0,0,0,0,0,0
ENSMUSG00000116107,0,0,0,0,0,0
ENSMUSG00000116109,0,0,0,0,0,0
ENSMUSG00000116113,0,0,0,0,0,0
ENSMUSG00000116114,0,3,2,2,3,1
ENSMUSG00000116116,12,48,49,37,44,8
ENSMUSG00000116117,0,0,0,0,0,0
ENSMUSG00000116118,0,0,0,0,0,0
ENSMUSG00000116120,0,0,0,0,0,0
ENSMUSG00000116121,11,31,30,29,28,27
ENSMUSG00000116122,1,0,0,0,0,0
ENSMUSG00000116123,0,0,0,0,0,0
ENSMUSG00000116124,0,0,0,0,0,0
ENSMUSG00000116125,0,2,1,5,0,0
ENSMUSG00000116127,0,0,0,2,0,0
ENSMUSG00000116129,0,0,0,0,0,0
ENSMUSG00000116130,0,0,0,0,0,0
ENSMUSG00000116131,0,0,0,0,0,0
ENSMUSG00000116132,0,0,0,0,0,0
ENSMUSG00000116136,0,0,0,0,0,0
ENSMUSG00000116138,203,410,367,341,438,159
ENSMUSG00000116140,0,1,1,0,0,0
ENSMUSG00000116141,0,0,0,0,0,0
ENSMUSG00000116145,10,37,18,26,34,14
ENSMUSG00000116149,0,0,0,0,0,0
ENSMUSG00000116150,0,0,0,0,0,0
ENSMUSG00000116151,0,0,0,1,0,1
ENSMUSG00000116155,0,0,0,0,0,0
ENSMUSG00000116157,0,0,1,0,0,0
ENSMUSG00000116158,0,0,0,0,0,0
ENSMUSG00000116160,10,48,23,13,25,32
ENSMUSG00000116162,0,1,0,0,0,0
ENSMUSG00000116164,12,18,15,17,34,9
ENSMUSG00000116165,611,1558,1149,912,1673,534
ENSMUSG00000116166,0,0,0,0,0,0
ENSMUSG00000116167,0,0,0,0,0,0
ENSMUSG00000116168,0,0,0,0,0,0
ENSMUSG00000116170,0,0,0,0,0,0
ENSMUSG00000116171,0,0,0,0,0,0
ENSMUSG00000116173,0,1,0,0,0,0
ENSMUSG00000116174,1,4,4,7,2,1
ENSMUSG00000116178,0,0,0,0,0,0
ENSMUSG00000116179,0,0,0,0,0,0
ENSMUSG00000116180,16,40,37,43,41,9
ENSMUSG00000116182,0,0,0,0,0,0
ENSMUSG00000116183,0,0,0,0,0,0
ENSMUSG00000116184,0,0,0,0,0,0
ENSMUSG00000116185,2,0,0,0,0,1
ENSMUSG00000116187,8,18,8,21,16,8
ENSMUSG00000116188,0,0,0,0,0,0
ENSMUSG00000116190,0,0,1,1,0,0
ENSMUSG00000116191,0,0,0,0,0,0
ENSMUSG00000116192,0,0,1,0,0,1
ENSMUSG00000116194,0,0,0,0,0,0
ENSMUSG00000116197,0,0,0,0,0,0
ENSMUSG00000116199,0,0,0,0,0,0
ENSMUSG00000116202,0,0,0,0,0,0
ENSMUSG00000116204,0,0,0,0,0,0
ENSMUSG00000116207,0,0,0,0,0,0
ENSMUSG00000116210,0,0,0,0,0,0
ENSMUSG00000116212,0,0,0,0,0,0
ENSMUSG00000116213,0,0,0,0,0,0
ENSMUSG00000116215,2,6,0,0,1,0
ENSMUSG00000116217,0,0,0,0,0,0
ENSMUSG00000116219,0,0,0,0,0,0
ENSMUSG00000116220,5,3,1,0,5,4
ENSMUSG00000116222,0,0,0,0,0,0
ENSMUSG00000116223,11,19,25,18,41,12
ENSMUSG00000116226,63,217,104,53,112,22
ENSMUSG00000116227,0,0,0,0,0,0
ENSMUSG00000116229,0,0,0,0,0,0
ENSMUSG00000116231,0,0,0,0,0,0
ENSMUSG00000116234,0,0,0,0,0,0
ENSMUSG00000116237,1,2,3,5,5,0
ENSMUSG00000116238,6,14,7,3,14,2
ENSMUSG00000116239,3,4,2,3,3,0
ENSMUSG00000116241,0,0,0,0,0,0
ENSMUSG00000116242,0,0,0,0,0,0
ENSMUSG00000116243,0,0,0,0,0,1
ENSMUSG00000116244,0,0,0,0,0,0
ENSMUSG00000116245,0,0,0,0,0,0
ENSMUSG00000116246,0,0,0,0,0,0
ENSMUSG00000116247,0,0,0,0,0,0
ENSMUSG00000116249,0,0,0,0,0,0
ENSMUSG00000116250,2,4,3,4,4,3
ENSMUSG00000116253,0,1,0,1,0,0
ENSMUSG00000116255,0,0,0,0,0,0
ENSMUSG00000116256,0,0,0,0,0,0
ENSMUSG00000116260,0,0,0,0,0,0
ENSMUSG00000116262,13,18,11,11,12,1
ENSMUSG00000116263,0,0,0,0,0,0
ENSMUSG00000116265,0,0,0,0,0,0
ENSMUSG00000116270,0,0,1,0,0,1
ENSMUSG00000116272,9,27,22,13,8,3
ENSMUSG00000116274,0,0,0,0,0,0
ENSMUSG00000116275,0,0,0,0,0,0
ENSMUSG00000116280,0,5,7,1,0,0
ENSMUSG00000116283,1,0,0,0,3,0
ENSMUSG00000116284,2,0,0,0,0,0
ENSMUSG00000116287,1,2,2,4,4,1
ENSMUSG00000116288,4,3,5,0,7,2
ENSMUSG00000116289,2,13,1,0,0,1
ENSMUSG00000116290,0,0,0,0,0,0
ENSMUSG00000116291,0,0,0,0,0,0
ENSMUSG00000116292,0,0,0,0,0,0
ENSMUSG00000116294,0,0,0,0,0,0
ENSMUSG00000116295,5,30,14,11,21,23
ENSMUSG00000116296,0,0,0,0,0,0
ENSMUSG00000116297,0,0,0,0,0,0
ENSMUSG00000116298,1,3,1,0,1,0
ENSMUSG00000116299,0,0,0,0,0,0
ENSMUSG00000116300,0,0,0,0,0,0
ENSMUSG00000116301,0,0,0,0,0,0
ENSMUSG00000116303,0,0,0,0,0,0
ENSMUSG00000116304,0,0,0,0,0,0
ENSMUSG00000116305,0,0,0,0,0,1
ENSMUSG00000116307,0,2,2,0,2,2
ENSMUSG00000116308,0,0,0,0,0,0
ENSMUSG00000116309,0,0,0,0,0,0
ENSMUSG00000116311,0,3,0,0,0,0
ENSMUSG00000116314,0,0,0,0,0,0
ENSMUSG00000116317,0,0,0,0,0,0
ENSMUSG00000116319,0,0,0,0,0,0
ENSMUSG00000116321,0,3,0,0,2,0
ENSMUSG00000116323,0,0,0,0,0,0
ENSMUSG00000116324,0,2,0,0,0,0
ENSMUSG00000116325,0,0,0,0,0,0
ENSMUSG00000116331,0,0,0,0,0,0
ENSMUSG00000116335,0,0,0,0,0,0
ENSMUSG00000116336,0,0,0,0,0,0
ENSMUSG00000116338,2,22,12,10,10,5
ENSMUSG00000116339,0,0,0,0,0,0
ENSMUSG00000116341,0,0,0,0,0,0
ENSMUSG00000116343,0,0,1,0,1,1
ENSMUSG00000116345,0,0,0,0,0,0
ENSMUSG00000116347,0,0,0,0,0,0
ENSMUSG00000116348,4,7,7,2,5,1
ENSMUSG00000116350,0,0,0,0,0,0
ENSMUSG00000116352,0,0,0,0,0,0
ENSMUSG00000116353,0,0,0,0,0,0
ENSMUSG00000116354,0,0,0,0,0,0
ENSMUSG00000116355,0,0,0,0,0,0
ENSMUSG00000116356,0,0,0,0,0,0
ENSMUSG00000116358,0,0,0,0,0,0
ENSMUSG00000116360,0,0,0,0,0,0
ENSMUSG00000116365,0,0,0,0,2,0
ENSMUSG00000116366,0,0,0,0,0,0
ENSMUSG00000116367,0,0,0,0,0,0
ENSMUSG00000116368,0,0,0,0,0,0
ENSMUSG00000116371,0,0,2,0,0,0
ENSMUSG00000116376,3,4,5,1,6,9
ENSMUSG00000116378,0,0,0,0,0,0
ENSMUSG00000116380,0,0,0,0,0,0
ENSMUSG00000116383,0,1,0,0,0,0
ENSMUSG00000116384,0,0,0,0,0,0
ENSMUSG00000116385,0,0,0,0,0,0
ENSMUSG00000116386,0,0,0,0,0,0
ENSMUSG00000116388,0,0,0,0,0,0
ENSMUSG00000116389,0,0,0,0,0,0
ENSMUSG00000116395,0,0,0,0,0,0
ENSMUSG00000116396,1,1,1,0,1,0
ENSMUSG00000116397,0,0,0,0,0,0
ENSMUSG00000116398,1,0,0,0,1,0
ENSMUSG00000116400,0,0,0,0,0,0
ENSMUSG00000116402,0,0,4,0,2,0
ENSMUSG00000116403,0,0,0,0,0,0
ENSMUSG00000116404,0,0,0,0,0,0
ENSMUSG00000116406,0,0,0,0,0,0
ENSMUSG00000116409,0,0,0,0,0,0
ENSMUSG00000116412,0,0,0,0,0,0
ENSMUSG00000116413,0,0,0,0,0,0
ENSMUSG00000116414,0,0,0,0,0,0
ENSMUSG00000116416,0,0,0,0,1,1
ENSMUSG00000116419,0,0,0,0,0,0
ENSMUSG00000116423,0,2,1,0,3,0
ENSMUSG00000116424,0,0,0,0,0,0
ENSMUSG00000116426,0,0,0,0,0,0
ENSMUSG00000116428,0,0,0,0,0,0
ENSMUSG00000116429,0,0,0,0,0,0
ENSMUSG00000116433,0,0,0,0,0,0
ENSMUSG00000116435,0,0,0,0,0,3
ENSMUSG00000116437,0,0,0,0,0,0
ENSMUSG00000116438,0,1,0,1,1,0
ENSMUSG00000116439,0,0,0,0,0,0
ENSMUSG00000116441,0,0,0,0,0,0
ENSMUSG00000116442,0,0,0,0,0,0
ENSMUSG00000116445,0,0,0,0,0,0
ENSMUSG00000116449,0,0,0,0,0,0
ENSMUSG00000116450,0,0,0,0,0,0
ENSMUSG00000116455,0,0,0,0,2,0
ENSMUSG00000116461,0,0,0,0,0,0
ENSMUSG00000116464,0,0,0,0,0,0
ENSMUSG00000116467,0,0,0,0,0,0
ENSMUSG00000116469,0,0,0,0,0,0
ENSMUSG00000116472,0,0,0,0,0,0
ENSMUSG00000116475,0,0,0,0,1,0
ENSMUSG00000116478,2,0,2,2,5,1
ENSMUSG00000116480,1,2,5,1,7,1
ENSMUSG00000116481,0,0,0,0,0,0
ENSMUSG00000116482,0,3,1,0,0,0
ENSMUSG00000116483,0,0,0,0,0,0
ENSMUSG00000116490,0,0,0,0,0,0
ENSMUSG00000116491,0,0,0,0,0,0
ENSMUSG00000116493,0,0,0,0,0,0
ENSMUSG00000116494,3,16,11,10,14,8
ENSMUSG00000116498,0,0,0,0,0,0
ENSMUSG00000116499,4,1,0,0,0,0
ENSMUSG00000116500,0,0,0,0,0,0
ENSMUSG00000116504,0,0,3,0,0,0
ENSMUSG00000116505,0,0,0,0,0,1
ENSMUSG00000116506,16,25,20,18,23,10
ENSMUSG00000116508,46,187,128,97,133,51
ENSMUSG00000116514,0,0,0,0,0,0
ENSMUSG00000116516,1,0,0,0,0,0
ENSMUSG00000116518,14,23,21,24,15,8
ENSMUSG00000116519,0,0,0,0,0,0
ENSMUSG00000116520,0,0,0,0,0,0
ENSMUSG00000116521,0,0,0,0,0,0
ENSMUSG00000116525,0,1,0,2,0,0
ENSMUSG00000116528,0,0,0,0,0,0
ENSMUSG00000116529,1,1,0,0,3,1
ENSMUSG00000116530,0,1,0,0,0,0
ENSMUSG00000116531,0,0,0,0,0,0
ENSMUSG00000116532,0,0,0,0,0,0
ENSMUSG00000116533,0,0,0,0,0,0
ENSMUSG00000116534,0,0,0,0,0,0
ENSMUSG00000116535,0,0,0,0,0,0
ENSMUSG00000116536,0,0,0,0,1,0
ENSMUSG00000116537,3,6,6,11,5,4
ENSMUSG00000116538,0,5,6,3,3,2
ENSMUSG00000116539,0,0,0,0,0,0
ENSMUSG00000116540,0,0,0,0,0,0
ENSMUSG00000116542,0,0,0,0,0,0
ENSMUSG00000116543,0,0,0,1,0,0
ENSMUSG00000116544,0,0,0,0,0,0
ENSMUSG00000116545,0,2,0,0,0,0
ENSMUSG00000116546,0,0,2,0,0,0
ENSMUSG00000116547,0,0,0,2,0,0
ENSMUSG00000116548,0,0,0,0,0,0
ENSMUSG00000116549,0,0,0,0,0,0
ENSMUSG00000116550,0,0,0,1,0,0
ENSMUSG00000116551,0,0,0,0,0,0
ENSMUSG00000116552,0,0,0,0,0,0
ENSMUSG00000116553,0,0,0,0,0,0
ENSMUSG00000116554,0,0,0,0,0,0
ENSMUSG00000116555,2,0,0,0,0,0
ENSMUSG00000116556,0,0,0,0,0,0
ENSMUSG00000116557,5,28,17,18,32,5
ENSMUSG00000116558,5,3,7,9,7,2
ENSMUSG00000116559,0,0,0,0,0,1
ENSMUSG00000116560,0,0,0,0,0,1
ENSMUSG00000116561,0,3,3,3,4,3
ENSMUSG00000116562,0,3,1,1,0,0
ENSMUSG00000116563,0,0,0,0,0,0
ENSMUSG00000116564,2973,8181,6244,4511,7906,2458
ENSMUSG00000116565,0,0,0,0,0,0
ENSMUSG00000116566,0,0,0,0,0,0
ENSMUSG00000116567,0,0,0,0,0,0
ENSMUSG00000116568,0,0,0,0,0,0
ENSMUSG00000116569,2,6,6,5,4,1
ENSMUSG00000116570,0,0,0,0,0,0
ENSMUSG00000116571,5,7,6,5,10,3
ENSMUSG00000116572,5,2,2,1,2,0
ENSMUSG00000116573,0,0,0,0,0,0
ENSMUSG00000116574,0,0,0,0,0,0
ENSMUSG00000116575,0,0,0,0,0,0
ENSMUSG00000116576,0,0,0,0,0,0
ENSMUSG00000116578,0,0,0,0,0,0
ENSMUSG00000116579,0,8,4,2,2,4
ENSMUSG00000116580,0,0,0,0,0,0
ENSMUSG00000116581,9,9,1,6,18,3
ENSMUSG00000116582,0,0,0,0,0,0
ENSMUSG00000116583,0,0,0,0,0,0
ENSMUSG00000116585,0,0,0,0,0,0
ENSMUSG00000116586,0,0,0,0,0,0
ENSMUSG00000116587,0,0,0,0,0,0
ENSMUSG00000116588,0,0,0,0,0,0
ENSMUSG00000116589,0,1,2,0,4,0
ENSMUSG00000116590,3,7,9,9,19,2
ENSMUSG00000116591,0,0,0,0,0,0
ENSMUSG00000116592,0,0,0,0,0,0
ENSMUSG00000116593,0,0,0,0,0,0
ENSMUSG00000116594,5,26,12,7,30,10
ENSMUSG00000116595,0,0,0,0,0,0
ENSMUSG00000116596,0,0,0,0,0,0
ENSMUSG00000116597,0,0,0,0,4,0
ENSMUSG00000116598,0,0,0,0,0,0
ENSMUSG00000116599,0,0,0,0,0,0
ENSMUSG00000116600,0,0,0,0,0,0
ENSMUSG00000116601,0,0,0,0,0,0
ENSMUSG00000116603,0,0,0,0,0,0
